season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2020-21,Group stage,4,Wed,2020-11-25,21:00,Inter it,0–2,es Real Madrid,,Stadio Giuseppe Meazza,Anthony Taylor,Match Report,
2020-21,Group stage,4,Wed,2020-11-25,21:00,Ajax nl,3–1,dk Midtjylland,,Johan Cruyff ArenA,Sergey Karasev,Match Report,
2020-21,Group stage,4,Wed,2020-11-25,21:00,Atlético Madrid es,0–0,ru Loko Moscow,,Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,
2020-21,Group stage,4,Wed,2020-11-25,21:00,Bayern Munich de,3–1,at RB Salzburg,,Allianz Arena,Orel Grinfeeld,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,19:55 (18:55),Shakhtar D. ua,2–0,es Real Madrid,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,20:00 (21:00),Liverpool eng,1–0,nl Ajax,,Anfield,Tobias Stieler,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,20:00 (21:00),Porto pt,0–0,eng Manchester City,,Estádio Do Dragão,Björn Kuipers,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,20:55 (18:55),Loko Moscow ru,1–3,at RB Salzburg,6759,RZD Arena,Ali Palabıyık,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,21:00,Marseille fr,2–1,gr Olympiacos,,Orange Vélodrome,Jesús Gil,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,21:00,Atalanta it,1–1,dk Midtjylland,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,21:00,Gladbach de,2–3,it Inter,,Stadion im Borussia-Park,Danny Makkelie,Match Report,
2020-21,Group stage,5,Tue,2020-12-01,21:00,Atlético Madrid es,1–1,de Bayern Munich,,Estadio Wanda Metropolitano,Clément Turpin,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,20:00 (21:00),Manchester Utd eng,1–3,fr Paris SG,,Old Trafford,Daniele Orsato,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,20:55 (18:55),Krasnodar ru,1–0,fr Rennes,8747,Krasnodar Stadium,William Collum,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,20:55 (18:55),Başakşehir tr,3–4,de RB Leipzig,,Başakşehir Fatih Terim Stadium,Carlos del Cerro,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,21:00,Club Brugge be,3–0,ru Zenit,,Jan Breydelstadion,Serdar Gözübüyük,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,21:00,Juventus it,3–0,ua Dynamo Kyiv,,Allianz Stadium,Stéphanie Frappart,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,21:00,Dortmund de,1–1,it Lazio,,Signal Iduna Park,Antonio Matéu Lahoz,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,21:00,Ferencváros hu,0–3,es Barcelona,,Puskás Aréna,Aliaksei Kulbakou,Match Report,
2020-21,Group stage,5,Wed,2020-12-02,21:00,Sevilla es,0–4,eng Chelsea,,Estadio Ramón Sánchez Pizjuán,Artur Soares Dias,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,18:55,Lazio it,2–2,be Club Brugge,,Stadio Olimpico,Cüneyt Çakιr,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,20:00 (21:00),Chelsea eng,1–1,ru Krasnodar,2000,Stamford Bridge,Pavel Královec,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,20:55 (18:55),Zenit ru,1–2,de Dortmund,10860,Gazprom Arena,István Kovács,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,21:00,Barcelona es,0–3,it Juventus,,Camp Nou,Tobias Stieler,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,21:00,Rennes fr,1–3,es Sevilla,,Roazhon Park,Bartosz Frankowski,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,21:00,RB Leipzig de,3–2,eng Manchester Utd,,Red Bull Arena,Antonio Matéu Lahoz,Match Report,
2020-21,Group stage,6,Tue,2020-12-08,22:00 (21:00),Dynamo Kyiv ua,1–0,hu Ferencváros,,NSK Olimpijs'kyj,Andreas Ekberg,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,18:55,Ajax nl,0–1,it Atalanta,,Johan Cruyff ArenA,Carlos del Cerro,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,18:55,Paris SG fr,5–1,tr Başakşehir,,Parc des Princes,Danny Makkelie,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,18:55,Midtjylland dk,1–1,eng Liverpool,,MCH Arena,François Letexier,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,20:00 (21:00),Manchester City eng,3–0,fr Marseille,,Etihad Stadium,Halil Umut Meler,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,21:00,Real Madrid es,2–0,de Gladbach,,Estadio Alfredo Di Stéfano,Björn Kuipers,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,21:00,Bayern Munich de,2–0,ru Loko Moscow,,Allianz Arena,Sandro Schärer,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,21:00,RB Salzburg at,0–2,es Atlético Madrid,,Red Bull Arena,Anthony Taylor,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,21:00,Inter it,0–0,ua Shakhtar D.,,Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
2020-21,Group stage,6,Wed,2020-12-09,22:00 (21:00),Olympiacos gr,0–2,pt Porto,,Stadio Georgios Karaiskáki,Felix Brych,Match Report,
2020-21,Round of 16,,Tue,2021-02-16,21:00,Barcelona es,1–4,fr Paris SG,,Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2
2020-21,Round of 16,,Tue,2021-02-16,21:00,RB Leipzig de,0–2,eng Liverpool,,Puskás Aréna (Neutral Site),Slavko Vinčič,Match Report,Leg 1 of 2
2020-21,Round of 16,,Wed,2021-02-17,20:00 (21:00),Porto pt,2–1,it Juventus,,Estádio Do Dragão,Carlos del Cerro,Match Report,Leg 1 of 2
2020-21,Round of 16,,Wed,2021-02-17,21:00,Sevilla es,2–3,de Dortmund,,Estadio Ramón Sánchez Pizjuán,Danny Makkelie,Match Report,Leg 1 of 2
2020-21,Round of 16,,Tue,2021-02-23,21:00,Lazio it,1–4,de Bayern Munich,,Stadio Olimpico,Orel Grinfeeld,Match Report,Leg 1 of 2
2020-21,Round of 16,,Tue,2021-02-23,21:00,Atlético Madrid es,0–1,eng Chelsea,,Arena Naţională (Neutral Site),Felix Brych,Match Report,Leg 1 of 2
2020-21,Round of 16,,Wed,2021-02-24,21:00,Gladbach de,0–2,eng Manchester City,,Puskás Aréna (Neutral Site),Artur Soares Dias,Match Report,Leg 1 of 2
2020-21,Round of 16,,Wed,2021-02-24,21:00,Atalanta it,0–1,es Real Madrid,,Stadio Atleti Azzurri d'Italia,Tobias Stieler,Match Report,Leg 1 of 2
2020-21,Round of 16,,Tue,2021-03-09,21:00,Juventus it,3–2,pt Porto,,Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Porto won; Required Extra Time
2020-21,Round of 16,,Tue,2021-03-09,21:00,Dortmund de,2–2,es Sevilla,,Fußballpark BVB Hohenbuschei,Cüneyt Çakιr,Match Report,Leg 2 of 2; Dortmund won
2020-21,Round of 16,,Wed,2021-03-10,20:00 (21:00),Liverpool eng,2–0,de RB Leipzig,,Puskás Aréna (Neutral Site),Clément Turpin,Match Report,Leg 2 of 2; Liverpool won
2020-21,Round of 16,,Wed,2021-03-10,21:00,Paris SG fr,1–1,es Barcelona,,Parc des Princes,Anthony Taylor,Match Report,Leg 2 of 2; Paris SG won
2020-21,Round of 16,,Tue,2021-03-16,20:00 (21:00),Manchester City eng,2–0,de Gladbach,,Puskás Aréna (Neutral Site),Sergey Karasev,Match Report,Leg 2 of 2; Manchester City won
2020-21,Round of 16,,Tue,2021-03-16,21:00,Real Madrid es,3–1,it Atalanta,,Estadio Alfredo Di Stéfano,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won
2020-21,Round of 16,,Wed,2021-03-17,20:00,Chelsea eng,2–0,es Atlético Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
2020-21,Round of 16,,Wed,2021-03-17,21:00,Bayern Munich de,2–1,it Lazio,,Allianz Arena,István Kovács,Match Report,Leg 2 of 2; Bayern Munich won
2020-21,Quarter-finals,,Tue,2021-04-06,20:00,Manchester City eng,2–1,de Dortmund,,Etihad Stadium,Ovidiu Hațegan,Match Report,Leg 1 of 2
2020-21,Quarter-finals,,Tue,2021-04-06,21:00 (20:00),Real Madrid es,3–1,eng Liverpool,,Estadio Alfredo Di Stéfano,Felix Brych,Match Report,Leg 1 of 2
2020-21,Quarter-finals,,Wed,2021-04-07,20:00,Porto pt,0–2,eng Chelsea,,Estadio Ramón Sánchez Pizjuán (Neutral Site),Slavko Vinčič,Match Report,Leg 1 of 2
2020-21,Quarter-finals,,Wed,2021-04-07,21:00 (20:00),Bayern Munich de,2–3,fr Paris SG,,Allianz Arena,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2020-21,Quarter-finals,,Tue,2021-04-13,20:00,Chelsea eng,0–1,pt Porto,,Estadio Ramón Sánchez Pizjuán (Neutral Site),Clément Turpin,Match Report,Leg 2 of 2; Chelsea won
2020-21,Quarter-finals,,Tue,2021-04-13,21:00 (20:00),Paris SG fr,0–1,de Bayern Munich,,Parc des Princes,Daniele Orsato,Match Report,Leg 2 of 2; Paris SG won
2020-21,Quarter-finals,,Wed,2021-04-14,20:00,Liverpool eng,0–0,es Real Madrid,,Anfield,Björn Kuipers,Match Report,Leg 2 of 2; Real Madrid won
2020-21,Quarter-finals,,Wed,2021-04-14,21:00 (20:00),Dortmund de,1–2,eng Manchester City,,Signal Iduna Park,Carlos del Cerro,Match Report,Leg 2 of 2; Manchester City won
2020-21,Semi-finals,,Tue,2021-04-27,21:00 (20:00),Real Madrid es,1–1,eng Chelsea,,Estadio Alfredo Di Stéfano,Danny Makkelie,Match Report,Leg 1 of 2
2020-21,Semi-finals,,Wed,2021-04-28,21:00 (20:00),Paris SG fr,1–2,eng Manchester City,,Parc des Princes,Felix Brych,Match Report,Leg 1 of 2
2020-21,Semi-finals,,Tue,2021-05-04,20:00,Manchester City eng,2–0,fr Paris SG,,Etihad Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Manchester City won
2020-21,Semi-finals,,Wed,2021-05-05,20:00,Chelsea eng,2–0,es Real Madrid,,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Chelsea won
2020-21,Final,,Sat,2021-05-29,22:00 (20:00),Manchester City eng,0–1,eng Chelsea,14110,Estádio Do Dragão (Neutral Site),Antonio Matéu Lahoz,Match Report,
