season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2010/11,Group stage,5,Tue,2010-11-23,20:45,Basel ch,1–0,ro CFR Cluj,34239,St. Jakob,Laurent Duhamel,Match Report,
2010/11,Group stage,5,Tue,2010-11-23,20:45,Ajax nl,0–4,es Real Madrid,48491,Amsterdam ArenA,Craig Thomson,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,19:45 (20:45),Rangers sct,0–1,eng Manchester Utd,49764,Ibrox Stadium,Massimo Busacca,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,19:45 (20:45),Tottenham eng,3–0,de Werder Bremen,33546,White Hart Lane,Olegário Benquerença,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,20:30 (18:30),Rubin Kazan ru,1–0,dk FC Copenhagen,18720,Centralniy Stadion,Martin Atkinson,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,20:45,Valencia es,6–1,tr Bursaspor,31225,Estadi de Mestalla,Bruno Paixão,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,20:45,Inter it,1–0,nl Twente,29466,Stadio Giuseppe Meazza,Stéphane Lannoy,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,20:45,Schalke 04 de,3–0,fr Lyon,51132,Arena AufSchalke,Nicola Rizzoli,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,21:45 (20:45),Panathinaikos gr,0–3,es Barcelona,58466,OAKA Spiros Louis,Gianluca Rocchi,Match Report,
2010/11,Group stage,5,Wed,2010-11-24,21:45 (20:45),Hapoel Tel Aviv il,3–0,pt Benfica,11668,Bloomfield,Alain Hamer,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,19:45 (20:45),Benfica pt,1–2,de Schalke 04,23348,Estádio do Sport Lisboa e Benfica,Howard Webb,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,19:45 (20:45),Manchester Utd eng,1–1,es Valencia,74513,Old Trafford,Pedro Proença,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,20:45,Twente nl,3–3,eng Tottenham,24000,FC Twente Stadion,Velasco Carballo,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,20:45,FC Copenhagen dk,3–1,gr Panathinaikos,36797,FC København Stadium,Florian Meyer,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,20:45,Barcelona es,2–0,ru Rubin Kazan,50436,Camp Nou,Jonas Eriksson,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,20:45,Werder Bremen de,3–0,it Inter,30400,Weserstadion,Cüneyt Çakır,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,20:45,Lyon fr,2–2,il Hapoel Tel Aviv,32245,Stade de Gerland,Svein Oddvar Moen,Match Report,
2010/11,Group stage,6,Tue,2010-12-07,21:45 (20:45),Bursaspor tr,1–1,sct Rangers,9673,Bursa Atatürk,Tony Chapron,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,19:45 (20:45),Arsenal eng,3–1,rs Partizan,58845,Arsenal Stadium,Paolo Tagliavento,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,20:45,Marseille fr,1–0,eng Chelsea,50604,Stade Vélodrome,Vladislav Bezborodov,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,20:45,MŠK Žilina sk,1–2,ru Spartak Moscow,7208,Štadión MŠK Žilina,Kevin Blom,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,20:45,Milan it,0–2,nl Ajax,72960,Stadio Giuseppe Meazza,Claus Bo Larsen,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,20:45,Bayern Munich de,3–0,ch Basel,64000,Fußball Arena München,Martin Hansson,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,20:45,Real Madrid es,4–0,fr Auxerre,54917,Estadio Santiago Bernabéu,Serge Gumienny,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,21:45 (20:45),Shakhtar D. ua,2–0,pt Braga,47627,Donbass Arena,Felix Brych,Match Report,
2010/11,Group stage,6,Wed,2010-12-08,21:45 (20:45),CFR Cluj ro,1–1,it Roma,12800,Stadionul Dr. Constantin Rădulescu,William Collum,Match Report,
2010/11,Round of 16,,Tue,2011-02-15,20:45,Valencia es,1–1,de Schalke 04,42703,Estadi de Mestalla,Aleksei Nikolaev,Match Report,Leg 1 of 2
2010/11,Round of 16,,Tue,2011-02-15,20:45,Milan it,0–1,eng Tottenham,75652,Stadio Giuseppe Meazza,Stéphane Lannoy,Match Report,Leg 1 of 2
2010/11,Round of 16,,Wed,2011-02-16,19:45 (20:45),Arsenal eng,2–1,es Barcelona,59927,Arsenal Stadium,Nicola Rizzoli,Match Report,Leg 1 of 2
2010/11,Round of 16,,Wed,2011-02-16,20:45,Roma it,2–3,ua Shakhtar D.,35873,Stadio Olimpico,Olegário Benquerença,Match Report,Leg 1 of 2
2010/11,Round of 16,,Tue,2011-02-22,20:45,FC Copenhagen dk,0–2,eng Chelsea,36713,Telia Parken,Björn Kuipers,Match Report,Leg 1 of 2
2010/11,Round of 16,,Tue,2011-02-22,20:45,Lyon fr,1–1,es Real Madrid,40299,Stade de Gerland,Wolfgang Stark,Match Report,Leg 1 of 2
2010/11,Round of 16,,Wed,2011-02-23,20:45,Marseille fr,0–0,eng Manchester Utd,57957,Stade Vélodrome,Felix Brych,Match Report,Leg 1 of 2
2010/11,Round of 16,,Wed,2011-02-23,20:45,Inter it,0–1,de Bayern Munich,75925,Stadio Giuseppe Meazza,Viktor Kassai,Match Report,Leg 1 of 2
2010/11,Round of 16,,Tue,2011-03-08,20:45,Barcelona es,3–1,eng Arsenal,95486,Camp Nou,Massimo Busacca,Match Report,Leg 2 of 2; Barcelona won
2010/11,Round of 16,,Tue,2011-03-08,21:45 (20:45),Shakhtar D. ua,3–0,it Roma,46543,Donbass Arena,Howard Webb,Match Report,Leg 2 of 2; Shakhtar D. won
2010/11,Round of 16,,Wed,2011-03-09,19:45 (20:45),Tottenham eng,0–0,it Milan,34320,White Hart Lane,Frank de Bleeckere,Match Report,Leg 2 of 2; Tottenham won
2010/11,Round of 16,,Wed,2011-03-09,20:45,Schalke 04 de,3–1,es Valencia,53517,Arena AufSchalke,Jonas Eriksson,Match Report,Leg 2 of 2; Schalke 04 won
2010/11,Round of 16,,Tue,2011-03-15,19:45 (20:45),Manchester Utd eng,2–1,fr Marseille,73996,Old Trafford,Velasco Carballo,Match Report,Leg 2 of 2; Manchester Utd won
2010/11,Round of 16,,Tue,2011-03-15,20:45,Bayern Munich de,2–3,it Inter,66000,Fußball Arena München,Pedro Proença,Match Report,Leg 2 of 2; Inter won
2010/11,Round of 16,,Wed,2011-03-16,20:45,Chelsea eng,0–0,dk FC Copenhagen,36454,Stamford Bridge,Svein Oddvar Moen,Match Report,Leg 2 of 2; Chelsea won
2010/11,Round of 16,,Wed,2011-03-16,20:45,Real Madrid es,3–0,fr Lyon,70034,Estadio Santiago Bernabéu,Damir Skomina,Match Report,Leg 2 of 2; Real Madrid won
2010/11,Quarter-finals,,Tue,2011-04-05,20:45 (19:45),Inter it,2–5,de Schalke 04,72770,Stadio Giuseppe Meazza,Martin Atkinson,Match Report,Leg 1 of 2
2010/11,Quarter-finals,,Tue,2011-04-05,20:45 (19:45),Real Madrid es,4–0,eng Tottenham,71657,Estadio Santiago Bernabéu,Felix Brych,Match Report,Leg 1 of 2
2010/11,Quarter-finals,,Wed,2011-04-06,19:45,Chelsea eng,0–1,eng Manchester Utd,37915,Stamford Bridge,Undiano Mallenco,Match Report,Leg 1 of 2
2010/11,Quarter-finals,,Wed,2011-04-06,20:45 (19:45),Barcelona es,5–1,ua Shakhtar D.,86518,Camp Nou,Craig Thomson,Match Report,Leg 1 of 2
2010/11,Quarter-finals,,Tue,2011-04-12,19:45,Manchester Utd eng,2–1,eng Chelsea,74672,Old Trafford,Olegário Benquerença,Match Report,Leg 2 of 2; Manchester Utd won
2010/11,Quarter-finals,,Tue,2011-04-12,21:45 (19:45),Shakhtar D. ua,0–1,es Barcelona,51759,Donbass Arena,Florian Meyer,Match Report,Leg 2 of 2; Barcelona won
2010/11,Quarter-finals,,Wed,2011-04-13,19:45,Tottenham eng,0–1,es Real Madrid,34311,White Hart Lane,Nicola Rizzoli,Match Report,Leg 2 of 2; Real Madrid won
2010/11,Quarter-finals,,Wed,2011-04-13,20:45 (19:45),Schalke 04 de,2–1,it Inter,54142,Arena AufSchalke,Damir Skomina,Match Report,Leg 2 of 2; Schalke 04 won
2010/11,Semi-finals,,Tue,2011-04-26,20:45 (19:45),Schalke 04 de,0–2,eng Manchester Utd,54142,Arena AufSchalke,Velasco Carballo,Match Report,Leg 1 of 2
2010/11,Semi-finals,,Wed,2011-04-27,20:45 (19:45),Real Madrid es,0–2,es Barcelona,71657,Estadio Santiago Bernabéu,Wolfgang Stark,Match Report,Leg 1 of 2
2010/11,Semi-finals,,Tue,2011-05-03,20:45 (19:45),Barcelona es,1–1,es Real Madrid,95701,Camp Nou,Frank de Bleeckere,Match Report,Leg 2 of 2; Barcelona won
2010/11,Semi-finals,,Wed,2011-05-04,19:45,Manchester Utd eng,4–1,de Schalke 04,74687,Old Trafford,Pedro Proença,Match Report,Leg 2 of 2; Manchester Utd won
2010/11,Final,,Sat,2011-05-28,19:45,Barcelona es,3–1,eng Manchester Utd,87695,Wembley Stadium (Neutral Site),Viktor Kassai,Match Report,
