season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2018-19,Group stage,2,Tue,2018-10-02,20:00,Manchester Utd eng,0–0,es Valencia,73569,Old Trafford,Slavko Vinčič,Match Report,
2018-19,Group stage,2,Tue,2018-10-02,21:00 (20:00),Bayern Munich de,1–1,nl Ajax,70000,Allianz Arena,Pavel Královec,Match Report,
2018-19,Group stage,2,Tue,2018-10-02,21:00 (20:00),Lyon fr,2–2,ua Shakhtar D.,,Groupama Stadium,Aleksandrs Golubevs,Match Report,
2018-19,Group stage,2,Tue,2018-10-02,21:00 (20:00),Roma it,5–0,cz Viktoria Plzeň,41243,Stadio Olimpico,Paweł Raczkowski,Match Report,
2018-19,Group stage,2,Tue,2018-10-02,22:00 (20:00),CSKA Moscow ru,1–0,es Real Madrid,71811,VEB Arena,Ovidiu Hațegan,Match Report,
2018-19,Group stage,2,Tue,2018-10-02,22:00 (20:00),AEK Athens gr,2–3,pt Benfica,31154,Olympiako Stadio Spyros Louis,Orel Grinfeeld,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,18:55 (17:55),Paris SG fr,6–1,rs Red Star,39979,Parc des Princes,Artur Dias,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,19:55 (17:55),Loko Moscow ru,0–1,de Schalke 04,21471,RZD Arena,Anthony Taylor,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,20:00,Porto pt,1–0,tr Galatasaray,42711,Estádio Do Dragão,Michael Oliver,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,20:00,Tottenham eng,2–4,es Barcelona,82137,Wembley Stadium,Tobias Stieler,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,21:00 (20:00),Dortmund de,3–0,fr Monaco,66099,Signal Iduna Park,Aliaksei Kulbakou,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,21:00 (20:00),PSV nl,1–2,it Inter,34750,Philips Stadion,Danilo Grujić,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,21:00 (20:00),Napoli it,1–0,eng Liverpool,37057,Stadio San Paolo,Sándor Andó-Szabó,Match Report,
2018-19,Group stage,2,Wed,2018-10-03,21:00 (20:00),Atlético Madrid es,3–1,be Club Brugge,55742,Estadio Wanda Metropolitano,Filip Glova,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,18:55 (17:55),Young Boys ch,1–1,es Valencia,31120,Stade de Suisse Wankdorf Bern,Aleksandrs Anufrijevs,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,19:55 (17:55),AEK Athens gr,0–2,de Bayern Munich,61221,Olympiako Stadio Spyros Louis,Aliaksei Kulbakou,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,20:00,Manchester Utd eng,0–1,it Juventus,73946,Old Trafford,Danilo Grujić,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,21:00 (20:00),Real Madrid es,2–1,cz Viktoria Plzeň,67356,Estadio Santiago Bernabéu,Orel Grinfeeld,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,21:00 (20:00),Roma it,3–0,ru CSKA Moscow,46005,Stadio Olimpico,Tasos Sidiropoulos,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,21:00,Hoffenheim de,3–3,fr Lyon,24144,PreZero Arena,Alberto Undiano,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,21:00,Ajax nl,1–0,pt Benfica,52489,Johan Cruyff ArenA,Ruddy Buquet,Match Report,
2018-19,Group stage,3,Tue,2018-10-23,22:00 (20:00),Shakhtar D. ua,0–3,eng Manchester City,37106,Oblasny SportKomplex Metalist,Carlos del Cerro,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,18:55 (17:55),Club Brugge be,1–1,fr Monaco,23957,Jan Breydelstadion,Michael Oliver,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,18:55 (17:55),PSV nl,2–2,eng Tottenham,35000,Philips Stadion,Slavko Vinčič,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,20:00,Liverpool eng,4–0,rs Red Star,53024,Anfield,Daniel Siebert,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,21:00 (20:00),Barcelona es,2–0,it Inter,86290,Camp Nou,Ovidiu Hațegan,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,21:00 (20:00),Paris SG fr,2–2,it Napoli,46274,Parc des Princes,Tobias Stieler,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,21:00 (20:00),Dortmund de,4–0,es Atlético Madrid,66099,Signal Iduna Park,Anthony Taylor,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,22:00 (20:00),Loko Moscow ru,1–3,pt Porto,16034,RZD Arena,John Beaton,Match Report,
2018-19,Group stage,3,Wed,2018-10-24,22:00 (20:00),Galatasaray tr,0–0,de Schalke 04,46667,Türk Telekom Arena,Benoît Bastien,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,18:55,Red Star rs,2–0,eng Liverpool,51318,Stadion Rajko Mitić,Antonio Matéu Lahoz,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,18:55,Monaco fr,0–4,be Club Brugge,8347,Stade Louis II,Hugo Miguel,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,20:00 (21:00),Porto pt,4–1,ru Loko Moscow,34616,Estádio Do Dragão,Massimiliano Irrati,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,20:00 (21:00),Tottenham eng,2–1,nl PSV,46588,Wembley Stadium,Filip Glova,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,21:00,Napoli it,1–1,fr Paris SG,55489,Stadio San Paolo,Björn Kuipers,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,21:00,Schalke 04 de,2–0,tr Galatasaray,54740,Veltins-Arena,William Collum,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,21:00,Atlético Madrid es,2–0,de Dortmund,61023,Estadio Wanda Metropolitano,Daniele Orsato,Match Report,
2018-19,Group stage,4,Tue,2018-11-06,21:00,Inter it,1–1,es Barcelona,70915,Stadio Giuseppe Meazza,Szymon Marciniak,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,18:55,Valencia es,3–1,ch Young Boys,36480,Estadio de Mestalla,István Kovács,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,20:00 (21:00),Benfica pt,1–1,nl Ajax,51328,Estádio do Sport Lisboa e Benfica,Luca Banti,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,20:00 (21:00),Manchester City eng,6–0,ua Shakhtar D.,52286,Etihad Stadium,Sándor Andó-Szabó,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,20:55 (18:55),CSKA Moscow ru,1–2,it Roma,64454,VEB Arena,Baris Şimşek,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,21:00,Viktoria Plzeň cz,0–5,es Real Madrid,11483,Doosan Arena,Deniz Aytekin,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,21:00,Bayern Munich de,2–0,gr AEK Athens,70000,Allianz Arena,Slavko Vinčič,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,21:00,Lyon fr,2–2,de Hoffenheim,53850,Groupama Stadium,Danny Makkelie,Match Report,
2018-19,Group stage,4,Wed,2018-11-07,21:00,Juventus it,1–2,eng Manchester Utd,41470,Allianz Stadium,Ovidiu Hațegan,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,19:55 (18:55),AEK Athens gr,0–2,nl Ajax,25756,Olympiako Stadio Spyros Louis,Michael Oliver,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,20:00 (21:00),Manchester Utd eng,1–0,ch Young Boys,72876,Old Trafford,Felix Brych,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,20:55 (18:55),CSKA Moscow ru,1–2,cz Viktoria Plzeň,52892,VEB Arena,Jochem Kamphuis,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,21:00,Roma it,0–2,es Real Madrid,59124,Stadio Olimpico,Ruddy Buquet,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,21:00,Juventus it,1–0,es Valencia,39070,Allianz Stadium,William Collum,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,21:00,Lyon fr,2–2,eng Manchester City,56039,Groupama Stadium,Luca Banti,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,21:00,Hoffenheim de,2–3,ua Shakhtar D.,22920,PreZero Arena,Filip Glova,Match Report,
2018-19,Group stage,5,Tue,2018-11-27,21:00,Bayern Munich de,5–1,pt Benfica,70000,Allianz Arena,Daniele Orsato,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,18:55,Atlético Madrid es,2–0,fr Monaco,56314,Estadio Wanda Metropolitano,Mattias Gestranius,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,20:00 (21:00),Tottenham eng,1–0,it Inter,57132,Wembley Stadium,Baris Şimşek,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,20:00 (21:00),Porto pt,3–1,de Schalke 04,41603,Estádio Do Dragão,Ovidiu Hațegan,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,20:55 (18:55),Loko Moscow ru,2–0,tr Galatasaray,14037,RZD Arena,Antonio Matéu Lahoz,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,21:00,Paris SG fr,2–1,eng Liverpool,46880,Parc des Princes,Tomasz Musiał,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,21:00,Dortmund de,0–0,be Club Brugge,66099,Signal Iduna Park,Gediminas Mažeika,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,21:00,Napoli it,3–1,rs Red Star,44470,Stadio San Paolo,Ricardo de Burgos,Match Report,
2018-19,Group stage,5,Wed,2018-11-28,21:00,PSV nl,1–2,es Barcelona,34600,Philips Stadion,Miroslav Zelinka,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,18:55,Schalke 04 de,1–0,ru Loko Moscow,48883,Veltins-Arena,Tasos Sidiropoulos,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,20:00 (21:00),Liverpool eng,1–0,it Napoli,52015,Anfield,Damir Skomina,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,20:55 (18:55),Galatasaray tr,2–3,pt Porto,33972,Türk Telekom Arena,Aliaksei Kulbakou,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,21:00,Red Star rs,1–4,fr Paris SG,48357,Stadion Rajko Mitić,William Collum,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,21:00,Monaco fr,0–2,de Dortmund,8731,Stade Louis II,Craig Pawson,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,21:00,Club Brugge be,0–0,es Atlético Madrid,25645,Jan Breydelstadion,Davide Massa,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,21:00,Barcelona es,1–1,eng Tottenham,69961,Camp Nou,Milorad Mažić,Match Report,
2018-19,Group stage,6,Tue,2018-12-11,21:00,Inter it,1–1,nl PSV,62533,Stadio Giuseppe Meazza,Felix Zwayer,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,18:55,Viktoria Plzeň cz,2–1,it Roma,11217,Doosan Arena,Anthony Taylor,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,18:55,Real Madrid es,0–3,ru CSKA Moscow,51636,Estadio Santiago Bernabéu,Hugo Miguel,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,20:00 (21:00),Manchester City eng,2–1,de Hoffenheim,50411,Etihad Stadium,Andreas Ekberg,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,20:00 (21:00),Benfica pt,1–0,gr AEK Athens,33633,Estádio do Sport Lisboa e Benfica,Bobby Madden,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,21:00,Valencia es,2–1,eng Manchester Utd,36544,Estadio de Mestalla,Georgi Kabakov,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,21:00,Young Boys ch,2–1,it Juventus,30114,Stade de Suisse Wankdorf Bern,Tobias Stieler,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,21:00,Ajax nl,3–3,de Bayern Munich,52244,Johan Cruyff ArenA,Clément Turpin,Match Report,
2018-19,Group stage,6,Wed,2018-12-12,22:00 (21:00),Shakhtar D. ua,1–1,fr Lyon,38916,NSK Olimpijs'kyj,Björn Kuipers,Match Report,
2018-19,Round of 16,,Tue,2019-02-12,20:00 (21:00),Manchester Utd eng,0–2,fr Paris SG,74054,Old Trafford,Daniele Orsato,Match Report,Leg 1 of 2
2018-19,Round of 16,,Tue,2019-02-12,21:00,Roma it,2–1,pt Porto,51727,Stadio Olimpico,Jochem Kamphuis,Match Report,Leg 1 of 2
2018-19,Round of 16,,Wed,2019-02-13,20:00 (21:00),Tottenham eng,3–0,de Dortmund,71214,Wembley Stadium,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2018-19,Round of 16,,Wed,2019-02-13,21:00,Ajax nl,1–2,es Real Madrid,52286,Johan Cruyff ArenA,Szymon Marciniak,Match Report,Leg 1 of 2
2018-19,Round of 16,,Tue,2019-02-19,20:00,Liverpool eng,0–0,de Bayern Munich,52250,Anfield,Gianluca Rocchi,Match Report,Leg 1 of 2
2018-19,Round of 16,,Tue,2019-02-19,21:00,Lyon fr,0–0,es Barcelona,57889,Groupama Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2
2018-19,Round of 16,,Wed,2019-02-20,21:00,Schalke 04 de,2–3,eng Manchester City,54417,Veltins-Arena,Alejandro Hernández,Match Report,Leg 1 of 2
2018-19,Round of 16,,Wed,2019-02-20,21:00,Atlético Madrid es,2–0,it Juventus,67193,Estadio Wanda Metropolitano,Felix Zwayer,Match Report,Leg 1 of 2
2018-19,Round of 16,,Tue,2019-03-05,21:00,Real Madrid es,1–4,nl Ajax,77013,Estadio Santiago Bernabéu,Felix Brych,Match Report,Leg 2 of 2; Ajax won
2018-19,Round of 16,,Tue,2019-03-05,21:00,Dortmund de,0–1,eng Tottenham,66099,Signal Iduna Park,Danny Makkelie,Match Report,Leg 2 of 2; Tottenham won
2018-19,Round of 16,,Wed,2019-03-06,20:00 (21:00),Porto pt,3–1,it Roma,49029,Estádio Do Dragão,Paweł Gil,Match Report,Leg 2 of 2; Porto won; Required Extra Time
2018-19,Round of 16,,Wed,2019-03-06,21:00,Paris SG fr,1–3,eng Manchester Utd,47441,Parc des Princes,Damir Skomina,Match Report,Leg 2 of 2; Manchester Utd won
2018-19,Round of 16,,Tue,2019-03-12,20:00 (21:00),Manchester City eng,7–0,de Schalke 04,51518,Etihad Stadium,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won
2018-19,Round of 16,,Tue,2019-03-12,21:00,Juventus it,3–0,es Atlético Madrid,40884,Allianz Stadium,Björn Kuipers,Match Report,Leg 2 of 2; Juventus won
2018-19,Round of 16,,Wed,2019-03-13,21:00,Barcelona es,5–1,fr Lyon,92346,Camp Nou,Szymon Marciniak,Match Report,Leg 2 of 2; Barcelona won
2018-19,Round of 16,,Wed,2019-03-13,21:00,Bayern Munich de,1–3,eng Liverpool,68145,Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won
2018-19,Quarter-finals,,Tue,2019-04-09,20:00,Liverpool eng,2–0,pt Porto,52465,Anfield,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2018-19,Quarter-finals,,Tue,2019-04-09,20:00,Tottenham eng,1–0,eng Manchester City,60044,Tottenham Hotspur Stadium,Björn Kuipers,Match Report,Leg 1 of 2
2018-19,Quarter-finals,,Wed,2019-04-10,20:00,Manchester Utd eng,0–1,es Barcelona,74093,Old Trafford,Gianluca Rocchi,Match Report,Leg 1 of 2
2018-19,Quarter-finals,,Wed,2019-04-10,21:00 (20:00),Ajax nl,1–1,it Juventus,50390,Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 1 of 2
2018-19,Quarter-finals,,Tue,2019-04-16,21:00,Juventus it,1–2,nl Ajax,41445,Allianz Stadium,Clément Turpin,Match Report,Leg 2 of 2; Ajax won
2018-19,Quarter-finals,,Tue,2019-04-16,21:00,Barcelona es,3–0,eng Manchester Utd,96708,Camp Nou,Felix Brych,Match Report,Leg 2 of 2; Barcelona won
2018-19,Quarter-finals,,Wed,2019-04-17,20:00,Porto pt,1–4,eng Liverpool,49117,Estádio Do Dragão,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
2018-19,Quarter-finals,,Wed,2019-04-17,20:00,Manchester City eng,4–3,eng Tottenham,53348,Etihad Stadium,Cüneyt Çakιr,Match Report,Leg 2 of 2; Tottenham won
2018-19,Semi-finals,,Tue,2019-04-30,20:00,Tottenham eng,0–1,nl Ajax,60243,Tottenham Hotspur Stadium,Antonio Matéu Lahoz,Match Report,Leg 1 of 2
2018-19,Semi-finals,,Wed,2019-05-01,21:00 (20:00),Barcelona es,3–0,eng Liverpool,98299,Camp Nou,Björn Kuipers,Match Report,Leg 1 of 2
2018-19,Semi-finals,,Tue,2019-05-07,20:00,Liverpool eng,4–0,es Barcelona,55212,Anfield,Cüneyt Çakιr,Match Report,Leg 2 of 2; Liverpool won
2018-19,Semi-finals,,Wed,2019-05-08,21:00 (20:00),Ajax nl,2–3,eng Tottenham,52641,Johan Cruyff ArenA,Felix Brych,Match Report,Leg 2 of 2; Tottenham won
2018-19,Final,,Sat,2019-06-01,21:00 (20:00),Tottenham eng,0–2,eng Liverpool,63272,Estadio Wanda Metropolitano (Neutral Site),Damir Skomina,Match Report,
