season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2022-23,Group stage,2,Tue,2022-09-13,21:00 (20:00),Bayern Munich de,2–0,es Barcelona,75000,Allianz Arena,Danny Makkelie,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,18:45 (17:45),Milan it,3–1,hr Dinamo Zagreb,61341,Stadio Giuseppe Meazza,Jesús Gil,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,19:45 (17:45),Shakhtar D. ua,1–1,sct Celtic,20697,Stadion Miejski Legii Warszawa im. Marsz...,Glenn Nyberg,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,20:00,Rangers sct,0–3,it Napoli,50121,Ibrox Stadium,Antonio Matéu,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,20:00,Chelsea eng,1–1,at RB Salzburg,38818,Stamford Bridge,Ivan Kružliak,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,20:00,Manchester City eng,2–1,de Dortmund,50441,Etihad Stadium,Daniele Orsato,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,21:00 (20:00),FC Copenhagen dk,0–0,es Sevilla,34910,Parken,Irfan Peljto,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,21:00 (20:00),Juventus it,1–2,pt Benfica,34015,Allianz Stadium,Felix Zwayer,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,21:00 (20:00),Real Madrid es,2–0,de RB Leipzig,54289,Estadio Santiago Bernabéu,Maurizio Mariani,Match Report,
2022-23,Group stage,2,Wed,2022-09-14,22:00 (20:00),Maccabi Haifa il,1–3,fr Paris SG,30412,Sammy Ofer Stadium,Daniel Siebert,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,18:45 (17:45),Bayern Munich de,5–0,cz Viktoria Plzeň,75000,Allianz Arena,Nikola Dabanović,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,18:55 (17:55),Marseille fr,4–1,pt Sporting CP,618,Orange Vélodrome,Davide Massa,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,20:00,Liverpool eng,2–0,sct Rangers,49512,Anfield,Clément Turpin,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,20:00,Porto pt,2–0,de Leverkusen,42399,Estádio Do Dragão,Anthony Taylor,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,21:00 (20:00),Frankfurt de,0–0,eng Tottenham,50500,Deutsche Bank Park,Daniele Orsato,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,21:00 (20:00),Inter it,1–0,es Barcelona,71368,Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,21:00 (20:00),Ajax nl,1–6,it Napoli,52896,Johan Cruyff ArenA,François Letexier,Match Report,
2022-23,Group stage,3,Tue,2022-10-04,21:00 (20:00),Club Brugge be,2–0,es Atlético Madrid,25667,Jan Breydelstadion,István Kovács,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,18:45 (17:45),RB Leipzig de,3–1,sct Celtic,45228,Red Bull Arena,Espen Andreas Eskås,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,18:45 (17:45),RB Salzburg at,1–0,hr Dinamo Zagreb,28864,Red Bull Arena,Andris Treimanis,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,20:00,Chelsea eng,3–0,it Milan,39537,Stamford Bridge,Danny Makkelie,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,20:00,Benfica pt,1–1,fr Paris SG,62295,Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,20:00,Manchester City eng,5–0,dk FC Copenhagen,51765,Etihad Stadium,Donatas Rumšas,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,21:00 (20:00),Real Madrid es,2–1,ua Shakhtar D.,56011,Estadio Santiago Bernabéu,Ivan Kružliak,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,21:00 (20:00),Sevilla es,1–4,de Dortmund,34598,Estadio Ramón Sánchez Pizjuán,Maurizio Mariani,Match Report,
2022-23,Group stage,3,Wed,2022-10-05,21:00 (20:00),Juventus it,3–1,il Maccabi Haifa,28498,Allianz Stadium,Sandro Schärer,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,18:45 (17:45),FC Copenhagen dk,0–0,eng Manchester City,35447,Parken,Artur Dias,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,19:45 (17:45),Maccabi Haifa il,2–0,it Juventus,30074,Sammy Ofer Stadium,Antonio Matéu,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,20:00,Celtic sct,0–2,de RB Leipzig,57565,Celtic Park,Halil Umut Meler,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,21:00 (20:00),Dortmund de,1–1,es Sevilla,81000,Signal Iduna Park,Srđan Jovanović,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,21:00 (20:00),Paris SG fr,1–1,pt Benfica,46435,Parc des Princes,Michael Oliver,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,21:00 (20:00),Milan it,0–2,eng Chelsea,75051,Stadio Giuseppe Meazza,Daniel Siebert,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,21:00 (20:00),Dinamo Zagreb hr,1–1,at RB Salzburg,20779,Stadion Maksimir,Tobias Stieler,Match Report,
2022-23,Group stage,4,Tue,2022-10-11,22:00 (20:00),Shakhtar D. ua,1–1,es Real Madrid,29030,Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,18:45 (17:45),Napoli it,4–2,nl Ajax,52229,Stadio Diego Armando Maradona,Felix Zwayer,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,18:45 (17:45),Atlético Madrid es,0–0,be Club Brugge,60810,Estadio Cívitas Metropolitano,Danny Makkelie,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,20:00,Sporting CP pt,0–2,fr Marseille,38126,Estádio José Alvalade,Alejandro Hernández,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,20:00,Rangers sct,1–7,eng Liverpool,48820,Ibrox Stadium,Slavko Vinčič,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,20:00,Tottenham eng,3–2,de Frankfurt,55180,Tottenham Hotspur Stadium,Carlos del Cerro,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,21:00 (20:00),Viktoria Plzeň cz,2–4,de Bayern Munich,11326,Doosan Arena,Bartosz Frankowski,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,21:00 (20:00),Leverkusen de,0–3,pt Porto,30210,BayArena,István Kovács,Match Report,
2022-23,Group stage,4,Wed,2022-10-12,21:00 (20:00),Barcelona es,3–3,it Inter,92302,Camp Nou,Szymon Marciniak,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,18:45 (17:45),Sevilla es,3–0,dk FC Copenhagen,29884,Estadio Ramón Sánchez Pizjuán,Benoît Bastien,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,18:45 (17:45),RB Salzburg at,1–2,eng Chelsea,29520,Red Bull Arena,Sandro Schärer,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,20:00,Benfica pt,4–3,it Juventus,60131,Estádio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,20:00,Celtic sct,1–1,ua Shakhtar D.,57478,Celtic Park,Serdar Gözübüyük,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,21:00 (20:00),Paris SG fr,7–2,il Maccabi Haifa,46435,Parc des Princes,Felix Zwayer,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,21:00 (20:00),Dortmund de,0–0,eng Manchester City,81000,Signal Iduna Park,Davide Massa,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,21:00 (20:00),RB Leipzig de,3–2,es Real Madrid,45228,Red Bull Arena,Daniele Orsato,Match Report,
2022-23,Group stage,5,Tue,2022-10-25,21:00 (20:00),Dinamo Zagreb hr,0–4,it Milan,20572,Stadion Maksimir,Szymon Marciniak,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,18:45 (17:45),Club Brugge be,0–4,pt Porto,26144,Jan Breydelstadion,Michael Oliver,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,18:45,Inter it,4–0,cz Viktoria Plzeň,71849,Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,20:00,Tottenham eng,1–1,pt Sporting CP,59588,Tottenham Hotspur Stadium,Danny Makkelie,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,21:00 (20:00),Frankfurt de,2–1,fr Marseille,48700,Deutsche Bank Park,Jesús Gil,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,21:00 (20:00),Atlético Madrid es,2–2,de Leverkusen,63803,Estadio Cívitas Metropolitano,Clément Turpin,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,21:00 (20:00),Barcelona es,0–3,de Bayern Munich,84016,Camp Nou,Anthony Taylor,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,21:00 (20:00),Ajax nl,0–3,eng Liverpool,53327,Johan Cruyff ArenA,José Sánchez,Match Report,
2022-23,Group stage,5,Wed,2022-10-26,21:00 (20:00),Napoli it,3–0,sct Rangers,39835,Stadio Diego Armando Maradona,Halil Umut Meler,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,17:45 (18:45),Porto pt,2–1,es Atlético Madrid,47546,Estádio Do Dragão,Daniele Orsato,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,18:45,Leverkusen de,0–0,be Club Brugge,30210,BayArena,Maurizio Mariani,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,20:00 (21:00),Liverpool eng,2–0,it Napoli,52077,Anfield,Tobias Stieler,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,20:00 (21:00),Rangers sct,1–3,nl Ajax,48817,Ibrox Stadium,Glenn Nyberg,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,20:00 (21:00),Sporting CP pt,1–2,de Frankfurt,41744,Estádio José Alvalade,Slavko Vinčič,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,21:00,Marseille fr,1–2,eng Tottenham,50768,Orange Vélodrome,Szymon Marciniak,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,21:00,Bayern Munich de,2–0,it Inter,75000,Allianz Arena,Ivan Kružliak,Match Report,
2022-23,Group stage,6,Tue,2022-11-01,21:00,Viktoria Plzeň cz,2–4,es Barcelona,11258,Doosan Arena,Radu Petrescu,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,18:45,Real Madrid es,5–1,sct Celtic,52511,Estadio Santiago Bernabéu,Stéphanie Frappart,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,19:45 (18:45),Shakhtar D. ua,0–4,de RB Leipzig,26045,Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,20:00 (21:00),Manchester City eng,3–1,es Sevilla,51610,Etihad Stadium,Orel Grinfeeld,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,20:00,Chelsea eng,2–1,hr Dinamo Zagreb,39392,Stamford Bridge,François Letexier,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,21:00,FC Copenhagen dk,1–1,de Dortmund,31900,Parken,Əliyar Ağayev,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,21:00,Juventus it,1–2,fr Paris SG,41089,Allianz Stadium,Carlos del Cerro,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,21:00,Milan it,4–0,at RB Salzburg,74292,Stadio Giuseppe Meazza,Antonio Matéu,Match Report,
2022-23,Group stage,6,Wed,2022-11-02,22:00 (21:00),Maccabi Haifa il,1–6,pt Benfica,30464,Sammy Ofer Stadium,Anthony Taylor,Match Report,
2022-23,Round of 16,,Tue,2023-02-14,21:00,Paris SG fr,0–1,de Bayern Munich,46435,Parc des Princes,Michael Oliver,Match Report,Leg 1 of 2
2022-23,Round of 16,,Tue,2023-02-14,21:00,Milan it,1–0,eng Tottenham,74320,Stadio Giuseppe Meazza,Sandro Schärer,Match Report,Leg 1 of 2
2022-23,Round of 16,,Wed,2023-02-15,21:00,Dortmund de,1–0,eng Chelsea,81365,Signal Iduna Park,Jesús Gil,Match Report,Leg 1 of 2
2022-23,Round of 16,,Wed,2023-02-15,21:00,Club Brugge be,0–2,pt Benfica,24136,Jan Breydelstadion,Davide Massa,Match Report,Leg 1 of 2
2022-23,Round of 16,,Tue,2023-02-21,20:00 (21:00),Liverpool eng,2–5,es Real Madrid,52337,Anfield,István Kovács,Match Report,Leg 1 of 2
2022-23,Round of 16,,Tue,2023-02-21,21:00,Frankfurt de,0–2,it Napoli,47500,Deutsche Bank Park,Artur Dias,Match Report,Leg 1 of 2
2022-23,Round of 16,,Wed,2023-02-22,21:00,RB Leipzig de,1–1,eng Manchester City,45228,Red Bull Arena,Serdar Gözübüyük,Match Report,Leg 1 of 2
2022-23,Round of 16,,Wed,2023-02-22,21:00,Inter it,1–0,pt Porto,75374,Stadio Giuseppe Meazza,Srđan Jovanović,Match Report,Leg 1 of 2
2022-23,Round of 16,,Tue,2023-03-07,20:00 (21:00),Chelsea eng,2–0,de Dortmund,38882,Stamford Bridge,Danny Makkelie,Match Report,Leg 2 of 2; Chelsea won
2022-23,Round of 16,,Tue,2023-03-07,20:00 (21:00),Benfica pt,5–1,be Club Brugge,60960,Estádio do Sport Lisboa e Benfica,Halil Umut Meler,Match Report,Leg 2 of 2; Benfica won
2022-23,Round of 16,,Wed,2023-03-08,20:00 (21:00),Tottenham eng,0–0,it Milan,61602,Tottenham Hotspur Stadium,Clément Turpin,Match Report,Leg 2 of 2; Milan won
2022-23,Round of 16,,Wed,2023-03-08,21:00,Bayern Munich de,2–0,fr Paris SG,75000,Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Bayern Munich won
2022-23,Round of 16,,Tue,2023-03-14,20:00 (21:00),Porto pt,0–0,it Inter,48015,Estádio Do Dragão,Szymon Marciniak,Match Report,Leg 2 of 2; Inter won
2022-23,Round of 16,,Tue,2023-03-14,20:00 (21:00),Manchester City eng,7–0,de RB Leipzig,52038,Etihad Stadium,Slavko Vinčič,Match Report,Leg 2 of 2; Manchester City won
2022-23,Round of 16,,Wed,2023-03-15,21:00,Napoli it,3–0,de Frankfurt,49082,Stadio Diego Armando Maradona,Anthony Taylor,Match Report,Leg 2 of 2; Napoli won
2022-23,Round of 16,,Wed,2023-03-15,21:00,Real Madrid es,1–0,eng Liverpool,63127,Estadio Santiago Bernabéu,Felix Zwayer,Match Report,Leg 2 of 2; Real Madrid won
2022-23,Quarter-finals,,Tue,2023-04-11,20:00,Benfica pt,0–2,it Inter,62594,Estádio da Luz (1954),Michael Oliver,Match Report,Leg 1 of 2
2022-23,Quarter-finals,,Tue,2023-04-11,20:00,Manchester City eng,3–0,de Bayern Munich,52257,Etihad Stadium,Jesús Gil,Match Report,Leg 1 of 2
2022-23,Quarter-finals,,Wed,2023-04-12,21:00 (20:00),Real Madrid es,2–0,eng Chelsea,63142,Estadio Santiago Bernabéu,François Letexier,Match Report,Leg 1 of 2
2022-23,Quarter-finals,,Wed,2023-04-12,21:00 (20:00),Milan it,1–0,it Napoli,74742,Stadio Giuseppe Meazza,István Kovács,Match Report,Leg 1 of 2
2022-23,Quarter-finals,,Tue,2023-04-18,20:00,Chelsea eng,0–2,es Real Madrid,39453,Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won
2022-23,Quarter-finals,,Tue,2023-04-18,21:00 (20:00),Napoli it,1–1,it Milan,52728,Stadio Diego Armando Maradona,Szymon Marciniak,Match Report,Leg 2 of 2; Milan won
2022-23,Quarter-finals,,Wed,2023-04-19,21:00 (20:00),Bayern Munich de,1–1,eng Manchester City,75000,Allianz Arena,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won
2022-23,Quarter-finals,,Wed,2023-04-19,21:00 (20:00),Inter it,3–3,pt Benfica,75380,Stadio Giuseppe Meazza,Carlos del Cerro,Match Report,Leg 2 of 2; Inter won
2022-23,Semi-finals,,Tue,2023-05-09,21:00 (20:00),Real Madrid es,1–1,eng Manchester City,63485,Estadio Santiago Bernabéu,Artur Dias,Match Report,Leg 1 of 2
2022-23,Semi-finals,,Wed,2023-05-10,21:00 (20:00),Milan it,0–2,it Inter,75532,Stadio Giuseppe Meazza,Jesús Gil,Match Report,Leg 1 of 2
2022-23,Semi-finals,,Tue,2023-05-16,21:00 (20:00),Inter it,1–0,it Milan,75567,Stadio Giuseppe Meazza,Clément Turpin,Match Report,Leg 2 of 2; Inter won
2022-23,Semi-finals,,Wed,2023-05-17,20:00,Manchester City eng,4–0,es Real Madrid,52313,Etihad Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Manchester City won
2022-23,Final,,Sat,2023-06-10,22:00 (20:00),Manchester City eng,1–0,it Inter,71412,Atatürk Olimpiyat Stadı (Neutral Site),Szymon Marciniak,Match Report,
