season,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2013/14,Group stage,1,Wed,2013-09-18,20:45 (19:45),Schalke 04 de,3–0,ro Steaua,49358,Arena AufSchalke,Cüneyt Çakır,Match Report,
2013/14,Group stage,1,Wed,2013-09-18,20:45 (19:45),Marseille fr,1–2,eng Arsenal,38380,Stade Vélodrome,Olegário Benquerença,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,19:45,Arsenal eng,2–0,it Napoli,59536,Arsenal Stadium,Milorad Mažić,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,19:45,Celtic sct,0–1,es Barcelona,57000,Celtic Park,Stéphane Lannoy,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,19:45,Porto pt,1–2,es Atlético Madrid,33989,Estádio do Dragão,Howard Webb,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,20:00 (17:00),Zenit ru,0–0,at Austria Wien,18705,Stadion Petrovski,Deniz Aytekin,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,20:45 (19:45),Ajax nl,1–1,it Milan,51692,Amsterdam ArenA,Jonas Eriksson,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,20:45 (19:45),Basel ch,0–1,de Schalke 04,33251,St. Jakob,Undiano Mallenco,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,20:45 (19:45),Dortmund de,3–0,fr Marseille,65829,BVB Stadion Dortmund,Fernández Borbalán,Match Report,
2013/14,Group stage,2,Tue,2013-10-01,21:45 (19:45),Steaua ro,0–4,eng Chelsea,36713,Arena Națională,Velasco Carballo,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,19:45,Manchester City eng,1–3,de Bayern Munich,45021,City of Manchester Stadium,Björn Kuipers,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:00 (17:00),CSKA Moscow ru,3–2,cz Viktoria Plzeň,6135,Stadion Petrovskiy,Bas Nijhuis,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:45 (19:45),Paris SG fr,3–0,pt Benfica,44732,Parc des Princes,Nicola Rizzoli,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:45 (19:45),Juventus it,2–2,tr Galatasaray,33466,Juventus Stadium,Viktor Kassai,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:45 (19:45),Leverkusen de,2–1,es Real Sociedad,27462,BayArena,Sergei Karasev,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:45 (19:45),Anderlecht be,0–3,gr Olympiacos,15918,Constant Vanden Stock Stadium,Tom Harald Hagen,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,20:45 (19:45),Real Madrid es,4–0,dk FC Copenhagen,69347,Estadio Santiago Bernabéu,Matej Jug,Match Report,
2013/14,Group stage,2,Wed,2013-10-02,21:45 (19:45),Shakhtar D. ua,1–1,eng Manchester Utd,51555,Donbass Arena,Pavel Královec,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,19:45,Celtic sct,2–1,nl Ajax,58719,Celtic Park,Ivan Bebek,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,19:45,Arsenal eng,1–2,de Dortmund,60011,Arsenal Stadium,Jonas Eriksson,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,19:45,Porto pt,0–1,ru Zenit,31109,Estádio do Dragão,Paolo Tagliavento,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,20:45 (19:45),Schalke 04 de,0–3,eng Chelsea,54442,Arena AufSchalke,Viktor Kassai,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,20:45 (19:45),Milan it,1–1,es Barcelona,74487,Stadio Giuseppe Meazza,Felix Brych,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,20:45 (19:45),Marseille fr,1–2,it Napoli,39790,Stade Vélodrome,Cüneyt Çakır,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,20:45 (19:45),Austria Wien at,0–3,es Atlético Madrid,45675,Ernst,Daniele Orsato,Match Report,
2013/14,Group stage,3,Tue,2013-10-22,21:45 (19:45),Steaua ro,1–1,ch Basel,23899,Arena Națională,Matej Jug,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,19:45,Manchester Utd eng,1–0,es Real Sociedad,74654,Old Trafford,Bas Nijhuis,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,19:45,Benfica pt,1–1,gr Olympiacos,38149,Estádio do Sport Lisboa e Benfica,Undiano Mallenco,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,20:00 (17:00),CSKA Moscow ru,1–2,eng Manchester City,14000,Arena Khimki,Ovidiu Haţegan,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,20:45 (19:45),Bayern Munich de,5–0,cz Viktoria Plzeň,68000,Fußball Arena München,Alan Kelly,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,20:45 (19:45),Real Madrid es,2–1,it Juventus,77856,Estadio Santiago Bernabéu,Manuel Gräfe,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,20:45 (19:45),Leverkusen de,4–0,ua Shakhtar D.,25184,BayArena,Stéphane Lannoy,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,20:45 (19:45),Anderlecht be,0–5,fr Paris SG,18465,Constant Vanden Stock Stadium,Fernández Borbalán,Match Report,
2013/14,Group stage,3,Wed,2013-10-23,21:45 (19:45),Galatasaray tr,3–1,dk FC Copenhagen,42798,Ali Sami Yen Spor Kompleksi,Aleksandar Stavrev,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,19:45 (20:45),Manchester City eng,5–2,ru CSKA Moscow,38512,City of Manchester Stadium,Velasco Carballo,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,20:45,Real Sociedad es,0–0,eng Manchester Utd,30998,Anoeta,Nicola Rizzoli,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,20:45,Paris SG fr,1–1,be Anderlecht,43091,Parc des Princes,Marijo Strahonja,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,20:45,Juventus it,2–2,es Real Madrid,40696,Juventus Stadium,Howard Webb,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,20:45,FC Copenhagen dk,1–0,tr Galatasaray,36204,Telia Parken,Martin Atkinson,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,20:45,Viktoria Plzeň cz,0–1,de Bayern Munich,11360,Doosan Arena,Mateu Lahoz,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,21:45 (20:45),Shakhtar D. ua,0–0,de Leverkusen,50115,Donbass Arena,William Collum,Match Report,
2013/14,Group stage,4,Tue,2013-11-05,21:45 (20:45),Olympiacos gr,1–0,pt Benfica,31461,Stadio Georgios Karaiskakis,Damir Skomina,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,19:45 (20:45),Chelsea eng,3–0,de Schalke 04,41194,Stamford Bridge,Svein Oddvar Moen,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Barcelona es,3–1,it Milan,80517,Camp Nou,Milorad Mažić,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Atlético Madrid es,4–0,at Austria Wien,29841,Estadio Vicente Calderón,István Vad,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Ajax nl,1–0,sct Celtic,59908,Amsterdam ArenA,Deniz Aytekin,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Dortmund de,0–1,eng Arsenal,65829,BVB Stadion Dortmund,Björn Kuipers,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Napoli it,3–2,fr Marseille,39148,Stadio San Paolo,Sergei Karasev,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,20:45,Basel ch,1–1,ro Steaua,30704,St. Jakob,Olegário Benquerença,Match Report,
2013/14,Group stage,4,Wed,2013-11-06,21:00 (18:00),Zenit ru,1–1,pt Porto,17786,Stadion Petrovski,Tom Harald Hagen,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,19:45 (20:45),Porto pt,1–1,at Austria Wien,24809,Estádio do Dragão,Ovidiu Haţegan,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,19:45 (20:45),Celtic sct,0–3,it Milan,59619,Celtic Park,Cüneyt Çakır,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,19:45 (20:45),Arsenal eng,2–0,fr Marseille,59912,Arsenal Stadium,Mateu Lahoz,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,20:45,Basel ch,1–0,eng Chelsea,35082,St. Jakob,Stéphane Lannoy,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,20:45,Dortmund de,3–1,it Napoli,65829,BVB Stadion Dortmund,Velasco Carballo,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,20:45,Ajax nl,2–1,es Barcelona,53000,Amsterdam ArenA,Pavel Královec,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,21:00 (18:00),Zenit ru,1–1,es Atlético Madrid,17885,Stadion Petrovski,Martin Atkinson,Match Report,
2013/14,Group stage,5,Tue,2013-11-26,21:45 (20:45),Steaua ro,0–0,de Schalke 04,15633,Arena Națională,Bas Nijhuis,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,19:45 (20:45),Manchester City eng,4–2,cz Viktoria Plzeň,37742,City of Manchester Stadium,Fırat Aydınus,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,20:45,Leverkusen de,0–5,eng Manchester Utd,29412,BayArena,Svein Oddvar Moen,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,20:45,Real Madrid es,4–1,tr Galatasaray,67728,Estadio Santiago Bernabéu,William Collum,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,20:45,Anderlecht be,2–3,pt Benfica,16780,Constant Vanden Stock Stadium,Daniele Orsato,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,20:45,Juventus it,3–1,dk FC Copenhagen,39506,Juventus Stadium,Jonas Eriksson,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,20:45,Paris SG fr,2–1,gr Olympiacos,44466,Parc des Princes,Craig Thomson,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,21:00 (18:00),CSKA Moscow ru,1–3,de Bayern Munich,14000,Arena Khimki,Antony Gautier,Match Report,
2013/14,Group stage,5,Wed,2013-11-27,21:45 (20:45),Shakhtar D. ua,4–0,es Real Sociedad,44348,Donbass Arena,Olegário Benquerença,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,19:45 (20:45),Benfica pt,2–1,fr Paris SG,30089,Estádio do Sport Lisboa e Benfica,Mark Clattenburg,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,19:45 (20:45),Manchester Utd eng,1–0,ua Shakhtar D.,74506,Old Trafford,Milorad Mažić,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,20:45,Viktoria Plzeň cz,2–1,ru CSKA Moscow,11205,Doosan Arena,Damir Skomina,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,20:45,FC Copenhagen dk,0–2,es Real Madrid,37241,Telia Parken,Felix Brych,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,20:45,Real Sociedad es,0–1,de Leverkusen,23408,Anoeta,Tom Harald Hagen,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,20:45,Bayern Munich de,2–3,eng Manchester City,68000,Fußball Arena München,Fernández Borbalán,Match Report,
2013/14,Group stage,6,Tue,2013-12-10,21:45 (20:45),Olympiacos gr,3–1,be Anderlecht,31444,Stadio Georgios Karaiskakis,Wolfgang Stark,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,15:00 (14:00),Galatasaray tr,1–0,it Juventus,37375,Ali Sami Yen Spor Kompleksi,Pedro Proença,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,19:45 (20:45),Chelsea eng,1–0,ro Steaua,41181,Stamford Bridge,Gianluca Rocchi,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Schalke 04 de,2–0,ch Basel,52093,Arena AufSchalke,Paolo Tagliavento,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Austria Wien at,4–1,ru Zenit,37500,Ernst,Aleksandar Stavrev,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Milan it,0–0,nl Ajax,61744,Stadio Giuseppe Meazza,Howard Webb,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Barcelona es,6–1,sct Celtic,54342,Camp Nou,Sergei Karasev,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Marseille fr,1–2,de Dortmund,36655,Stade Vélodrome,Marijo Strahonja,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Atlético Madrid es,2–0,pt Porto,24629,Estadio Vicente Calderón,Deniz Aytekin,Match Report,
2013/14,Group stage,6,Wed,2013-12-11,20:45,Napoli it,2–0,eng Arsenal,34027,Stadio San Paolo,Viktor Kassai,Match Report,
2013/14,Round of 16,,Tue,2014-02-18,19:45 (20:45),Manchester City eng,0–2,es Barcelona,46033,City of Manchester Stadium,Jonas Eriksson,Match Report,Leg 1 of 2
2013/14,Round of 16,,Tue,2014-02-18,20:45,Leverkusen de,0–4,fr Paris SG,29412,BayArena,Viktor Kassai,Match Report,Leg 1 of 2
2013/14,Round of 16,,Wed,2014-02-19,19:45 (20:45),Arsenal eng,0–2,de Bayern Munich,59911,Arsenal Stadium,Nicola Rizzoli,Match Report,Leg 1 of 2
2013/14,Round of 16,,Wed,2014-02-19,20:45,Milan it,0–1,es Atlético Madrid,65890,Stadio Giuseppe Meazza,Pedro Proença,Match Report,Leg 1 of 2
2013/14,Round of 16,,Tue,2014-02-25,21:00 (18:00),Zenit ru,2–4,de Dortmund,15099,Stadion Petrovski,William Collum,Match Report,Leg 1 of 2
2013/14,Round of 16,,Tue,2014-02-25,21:45 (20:45),Olympiacos gr,2–0,eng Manchester Utd,29815,Stadio Georgios Karaiskakis,Gianluca Rocchi,Match Report,Leg 1 of 2
2013/14,Round of 16,,Wed,2014-02-26,20:45,Schalke 04 de,1–6,es Real Madrid,54442,Arena AufSchalke,Howard Webb,Match Report,Leg 1 of 2
2013/14,Round of 16,,Wed,2014-02-26,21:45 (20:45),Galatasaray tr,1–1,eng Chelsea,49194,Ali Sami Yen Spor Kompleksi,Velasco Carballo,Match Report,Leg 1 of 2
2013/14,Round of 16,,Tue,2014-03-11,20:45,Atlético Madrid es,4–1,it Milan,49186,Estadio Vicente Calderón,Mark Clattenburg,Match Report,Leg 2 of 2; Atlético Madrid won
2013/14,Round of 16,,Tue,2014-03-11,20:45,Bayern Munich de,1–1,eng Arsenal,68000,Fußball Arena München,Svein Oddvar Moen,Match Report,Leg 2 of 2; Bayern Munich won
2013/14,Round of 16,,Wed,2014-03-12,20:45,Paris SG fr,2–1,de Leverkusen,45596,Parc des Princes,Ivan Bebek,Match Report,Leg 2 of 2; Paris SG won
2013/14,Round of 16,,Wed,2014-03-12,20:45,Barcelona es,2–1,eng Manchester City,85957,Camp Nou,Stéphane Lannoy,Match Report,Leg 2 of 2; Barcelona won
2013/14,Round of 16,,Tue,2014-03-18,19:45 (20:45),Chelsea eng,2–0,tr Galatasaray,38038,Stamford Bridge,Felix Brych,Match Report,Leg 2 of 2; Chelsea won
2013/14,Round of 16,,Tue,2014-03-18,20:45,Real Madrid es,3–1,de Schalke 04,65148,Estadio Santiago Bernabéu,Sergei Karasev,Match Report,Leg 2 of 2; Real Madrid won
2013/14,Round of 16,,Wed,2014-03-19,19:45 (20:45),Manchester Utd eng,3–0,gr Olympiacos,74662,Old Trafford,Björn Kuipers,Match Report,Leg 2 of 2; Manchester Utd won
2013/14,Round of 16,,Wed,2014-03-19,20:45,Dortmund de,1–2,ru Zenit,65829,BVB Stadion Dortmund,Undiano Mallenco,Match Report,Leg 2 of 2; Dortmund won
2013/14,Quarter-finals,,Tue,2014-04-01,19:45,Manchester Utd eng,1–1,de Bayern Munich,75199,Old Trafford,Velasco Carballo,Match Report,Leg 1 of 2
2013/14,Quarter-finals,,Tue,2014-04-01,20:45 (19:45),Barcelona es,1–1,es Atlético Madrid,79941,Camp Nou,Felix Brych,Match Report,Leg 1 of 2
2013/14,Quarter-finals,,Wed,2014-04-02,20:45 (19:45),Real Madrid es,3–0,de Dortmund,70089,Estadio Santiago Bernabéu,Mark Clattenburg,Match Report,Leg 1 of 2
2013/14,Quarter-finals,,Wed,2014-04-02,20:45 (19:45),Paris SG fr,3–1,eng Chelsea,45517,Parc des Princes,Milorad Mažić,Match Report,Leg 1 of 2
2013/14,Quarter-finals,,Tue,2014-04-08,19:45,Chelsea eng,2–0,fr Paris SG,38080,Stamford Bridge,Pedro Proença,Match Report,Leg 2 of 2; Chelsea won
2013/14,Quarter-finals,,Tue,2014-04-08,20:45 (19:45),Dortmund de,2–0,es Real Madrid,65829,BVB Stadion Dortmund,Damir Skomina,Match Report,Leg 2 of 2; Real Madrid won
2013/14,Quarter-finals,,Wed,2014-04-09,20:45 (19:45),Bayern Munich de,3–1,eng Manchester Utd,67300,Fußball Arena München,Jonas Eriksson,Match Report,Leg 2 of 2; Bayern Munich won
2013/14,Quarter-finals,,Wed,2014-04-09,20:45 (19:45),Atlético Madrid es,1–0,es Barcelona,53592,Estadio Vicente Calderón,Howard Webb,Match Report,Leg 2 of 2; Atlético Madrid won
2013/14,Semi-finals,,Tue,2014-04-22,20:45 (19:45),Atlético Madrid es,0–0,eng Chelsea,52560,Estadio Vicente Calderón,Jonas Eriksson,Match Report,Leg 1 of 2
2013/14,Semi-finals,,Wed,2014-04-23,20:45 (19:45),Real Madrid es,1–0,de Bayern Munich,79283,Estadio Santiago Bernabéu,Howard Webb,Match Report,Leg 1 of 2
2013/14,Semi-finals,,Tue,2014-04-29,20:45 (19:45),Bayern Munich de,0–4,es Real Madrid,68000,Fußball Arena München,Pedro Proença,Match Report,Leg 2 of 2; Real Madrid won
2013/14,Semi-finals,,Wed,2014-04-30,19:45,Chelsea eng,1–3,es Atlético Madrid,37918,Stamford Bridge,Nicola Rizzoli,Match Report,Leg 2 of 2; Atlético Madrid won
2013/14,Final,,Sat,2014-05-24,19:45,Real Madrid es,4–1,es Atlético Madrid,60976,Estádio do Sport Lisboa e Benfica (Neutral Site),Björn Kuipers,Match Report,Required Extra Time
