season,round,date,home_team,home_goals,away_goals,away_team,result,home_current_season_matches,away_current_season_matches,home_current_season_win_rate,away_current_season_win_rate,home_current_season_draw_rate,away_current_season_draw_rate,home_current_season_goal_difference,away_current_season_goal_difference,home_current_season_avg_goals_for,away_current_season_avg_goals_for,home_current_season_avg_goals_against,away_current_season_avg_goals_against,current_season_win_rate_edge,current_season_draw_rate_edge,current_season_goal_difference_edge,current_season_attack_edge,current_season_defense_edge
2025-26,League phase,2025-12-10,Qarabağ,2,4,Ajax,A,5.0,5.0,0.4,0.0,0.2,0.0,-1.0,-15.0,1.6,0.2,1.8,3.2,0.4,0.2,14.0,1.4000000000000001,1.4000000000000001
2025-26,League phase,2025-12-10,Real Madrid,1,2,Manchester City,A,5.0,5.0,0.8,0.6,0.0,0.2,7.0,5.0,2.4,2.0,1.0,1.0,0.20000000000000007,-0.2,2.0,0.3999999999999999,0.0
2025-26,League phase,2025-12-10,Villarreal,2,3,FC Copenhagen,A,5.0,5.0,0.0,0.2,0.2,0.2,-8.0,-7.0,0.4,1.4,2.0,2.8,-0.2,0.0,-1.0,-0.9999999999999999,0.7999999999999998
2025-26,League phase,2026-01-20,Bodø/Glimt,3,1,Manchester City,H,6.0,6.0,0.0,0.6666666666666666,0.5,0.16666666666666666,-4.0,6.0,1.5,2.0,2.1666666666666665,1.0,-0.6666666666666666,0.33333333333333337,-10.0,-0.5,-1.1666666666666665
2025-26,League phase,2026-01-20,FC Copenhagen,1,1,Napoli,D,6.0,6.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,-6.0,-5.0,1.6666666666666667,1.0,2.6666666666666665,1.8333333333333333,0.0,0.0,-1.0,0.6666666666666667,-0.8333333333333333
2025-26,League phase,2026-01-20,FC Kairat,1,4,Club Brugge,A,6.0,6.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,-11.0,-8.0,0.6666666666666666,1.3333333333333333,2.5,2.6666666666666665,-0.16666666666666666,0.0,-3.0,-0.6666666666666666,0.16666666666666652
2025-26,League phase,2026-01-20,Inter,1,3,Arsenal,A,6.0,6.0,0.6666666666666666,1.0,0.0,0.0,8.0,16.0,2.0,2.8333333333333335,0.6666666666666666,0.16666666666666666,-0.33333333333333337,0.0,-8.0,-0.8333333333333335,-0.5
2025-26,League phase,2026-01-20,Olympiacos,2,0,Leverkusen,H,6.0,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,-7.0,-2.0,1.0,1.6666666666666667,2.1666666666666665,2.0,-0.16666666666666666,-0.16666666666666669,-5.0,-0.6666666666666667,-0.16666666666666652
2025-26,League phase,2026-01-20,Real Madrid,6,1,Monaco,H,6.0,6.0,0.6666666666666666,0.3333333333333333,0.0,0.5,6.0,-1.0,2.1666666666666665,1.1666666666666667,1.1666666666666667,1.3333333333333333,0.3333333333333333,-0.5,7.0,0.9999999999999998,0.16666666666666652
2025-26,League phase,2026-01-20,Sporting CP,2,1,Paris SG,H,6.0,6.0,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,4.0,11.0,2.0,3.1666666666666665,1.3333333333333333,1.3333333333333333,-0.16666666666666663,0.0,-7.0,-1.1666666666666665,0.0
2025-26,League phase,2026-01-20,Tottenham,2,0,Dortmund,H,6.0,6.0,0.5,0.5,0.3333333333333333,0.3333333333333333,6.0,6.0,2.1666666666666665,3.1666666666666665,1.1666666666666667,2.1666666666666665,0.0,0.0,0.0,-1.0,0.9999999999999998
2025-26,League phase,2026-01-20,Villarreal,1,2,Ajax,A,6.0,6.0,0.0,0.16666666666666666,0.16666666666666666,0.0,-9.0,-13.0,0.6666666666666666,0.8333333333333334,2.1666666666666665,3.0,-0.16666666666666666,0.16666666666666666,4.0,-0.16666666666666674,0.8333333333333335
2025-26,League phase,2026-01-21,Atalanta,2,3,Athletic Club,A,6.0,6.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,2.0,-5.0,1.3333333333333333,0.6666666666666666,1.0,1.5,0.5,-0.16666666666666666,7.0,0.6666666666666666,0.5
2025-26,League phase,2026-01-21,Bayern Munich,2,0,Union SG,H,6.0,6.0,0.8333333333333334,0.3333333333333333,0.0,0.0,11.0,-8.0,3.0,1.1666666666666667,1.1666666666666667,2.5,0.5,0.0,19.0,1.8333333333333333,1.3333333333333333
2025-26,League phase,2026-01-21,Chelsea,1,0,Pafos FC,H,6.0,6.0,0.5,0.16666666666666666,0.16666666666666666,0.5,5.0,-5.0,2.1666666666666665,0.6666666666666666,1.3333333333333333,1.5,0.33333333333333337,-0.33333333333333337,10.0,1.5,0.16666666666666674
2025-26,League phase,2026-01-21,Galatasaray,1,1,Atlético Madrid,D,6.0,6.0,0.5,0.6666666666666666,0.0,0.0,0.0,3.0,1.3333333333333333,2.5,1.3333333333333333,2.0,-0.16666666666666663,0.0,-3.0,-1.1666666666666667,0.6666666666666667
2025-26,League phase,2026-01-21,Juventus,2,0,Benfica,H,6.0,6.0,0.3333333333333333,0.3333333333333333,0.5,0.0,2.0,-2.0,2.0,1.0,1.6666666666666667,1.3333333333333333,0.0,0.5,4.0,1.0,-0.3333333333333335
2025-26,League phase,2026-01-21,Marseille,0,3,Liverpool,A,6.0,6.0,0.5,0.6666666666666666,0.0,0.0,3.0,3.0,1.8333333333333333,1.8333333333333333,1.3333333333333333,1.3333333333333333,-0.16666666666666663,0.0,0.0,0.0,0.0
2025-26,League phase,2026-01-21,Newcastle,3,0,PSV,H,6.0,6.0,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,7.0,4.0,2.1666666666666665,2.5,1.0,1.8333333333333333,0.16666666666666669,-0.16666666666666666,3.0,-0.3333333333333335,0.8333333333333333
2025-26,League phase,2026-01-21,Qarabağ,3,2,Frankfurt,H,6.0,6.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,-3.0,-8.0,1.6666666666666667,1.3333333333333333,2.1666666666666665,2.6666666666666665,0.16666666666666666,0.0,5.0,0.3333333333333335,0.5
2025-26,League phase,2026-01-21,Slavia Prague,2,4,Barcelona,A,6.0,6.0,0.0,0.5,0.5,0.16666666666666666,-9.0,3.0,0.3333333333333333,2.3333333333333335,1.8333333333333333,1.8333333333333333,-0.5,0.33333333333333337,-12.0,-2.0,0.0
2025-26,League phase,2026-01-28,Ajax,1,2,Olympiacos,A,7.0,7.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,-12.0,-5.0,1.0,1.1428571428571428,2.7142857142857144,1.8571428571428572,0.0,-0.2857142857142857,-7.0,-0.1428571428571428,-0.8571428571428572
2025-26,League phase,2026-01-28,Arsenal,3,2,FC Kairat,H,7.0,7.0,1.0,0.0,0.0,0.14285714285714285,18.0,-14.0,2.857142857142857,0.7142857142857143,0.2857142857142857,2.7142857142857144,1.0,-0.14285714285714285,32.0,2.142857142857143,2.428571428571429
2025-26,League phase,2026-01-28,Athletic Club,2,3,Sporting CP,A,7.0,7.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,-4.0,5.0,1.0,2.0,1.5714285714285714,1.2857142857142858,-0.2857142857142857,0.14285714285714285,-9.0,-1.0,-0.2857142857142856
2025-26,League phase,2026-01-28,Atlético Madrid,1,2,Bodø/Glimt,A,7.0,7.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,3.0,-2.0,2.2857142857142856,1.7142857142857142,1.8571428571428572,2.0,0.42857142857142855,-0.2857142857142857,5.0,0.5714285714285714,0.1428571428571428
2025-26,League phase,2026-01-28,Barcelona,4,1,FC Copenhagen,H,7.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.0,-6.0,2.5714285714285716,1.5714285714285714,1.8571428571428572,2.4285714285714284,0.2857142857142857,-0.14285714285714285,11.0,1.0000000000000002,0.5714285714285712
2025-26,League phase,2026-01-28,Benfica,4,2,Real Madrid,H,7.0,7.0,0.2857142857142857,0.7142857142857143,0.0,0.0,-4.0,11.0,0.8571428571428571,2.7142857142857144,1.4285714285714286,1.1428571428571428,-0.4285714285714286,0.0,-15.0,-1.8571428571428572,-0.2857142857142858
2025-26,League phase,2026-01-28,Club Brugge,3,0,Marseille,H,7.0,7.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,-5.0,0.0,1.7142857142857142,1.5714285714285714,2.4285714285714284,1.5714285714285714,-0.14285714285714285,0.14285714285714285,-5.0,0.1428571428571428,-0.857142857142857
2025-26,League phase,2026-01-28,Dortmund,0,2,Inter,A,7.0,7.0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.0,4.0,6.0,2.7142857142857144,1.8571428571428572,2.142857142857143,1.0,-0.14285714285714285,0.2857142857142857,-2.0,0.8571428571428572,-1.1428571428571428
2025-26,League phase,2026-01-28,Frankfurt,0,2,Tottenham,A,7.0,7.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.2857142857142857,-9.0,8.0,1.4285714285714286,2.142857142857143,2.7142857142857144,1.0,-0.42857142857142855,-0.14285714285714285,-17.0,-0.7142857142857142,-1.7142857142857144
2025-26,League phase,2026-01-28,Leverkusen,3,0,Villarreal,H,7.0,7.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,-4.0,-10.0,1.4285714285714286,0.7142857142857143,2.0,2.142857142857143,0.2857142857142857,0.2857142857142857,6.0,0.7142857142857143,0.1428571428571428
2025-26,League phase,2026-01-28,Liverpool,6,0,Qarabağ,H,7.0,7.0,0.7142857142857143,0.42857142857142855,0.0,0.14285714285714285,6.0,-2.0,2.0,1.8571428571428572,1.1428571428571428,2.142857142857143,0.28571428571428575,-0.14285714285714285,8.0,0.1428571428571428,1.0
2025-26,League phase,2026-01-28,Manchester City,2,0,Galatasaray,H,7.0,7.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,4.0,0.0,1.8571428571428572,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.14285714285714285,0.0,4.0,0.5714285714285714,0.0
2025-26,League phase,2026-01-28,Monaco,0,0,Juventus,D,7.0,7.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,-6.0,4.0,1.1428571428571428,2.0,2.0,1.4285714285714286,-0.14285714285714285,0.0,-10.0,-0.8571428571428572,-0.5714285714285714
2025-26,League phase,2026-01-28,Napoli,2,3,Chelsea,A,7.0,7.0,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,-5.0,6.0,1.0,2.0,1.7142857142857142,1.1428571428571428,-0.2857142857142857,0.14285714285714285,-11.0,-1.0,-0.5714285714285714
2025-26,League phase,2026-01-28,PSV,1,2,Bayern Munich,A,7.0,7.0,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.0,1.0,13.0,2.142857142857143,2.857142857142857,2.0,1.0,-0.5714285714285714,0.2857142857142857,-12.0,-0.7142857142857144,-1.0
2025-26,League phase,2026-01-28,Pafos FC,4,1,Slavia Prague,H,7.0,7.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,-6.0,-11.0,0.5714285714285714,0.5714285714285714,1.4285714285714286,2.142857142857143,0.14285714285714285,0.0,5.0,0.0,0.7142857142857142
2025-26,League phase,2026-01-28,Paris SG,1,1,Newcastle,D,7.0,7.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.14285714285714285,10.0,10.0,2.857142857142857,2.2857142857142856,1.4285714285714286,0.8571428571428571,0.0,0.0,0.0,0.5714285714285716,-0.5714285714285715
2025-26,League phase,2026-01-28,Union SG,1,0,Atalanta,H,7.0,7.0,0.2857142857142857,0.5714285714285714,0.0,0.14285714285714285,-10.0,1.0,1.0,1.4285714285714286,2.4285714285714284,1.2857142857142858,-0.2857142857142857,-0.14285714285714285,-11.0,-0.4285714285714286,-1.1428571428571426
2025-26,Knockout phase play-offs,2026-02-17,Benfica,0,1,Real Madrid,A,8.0,8.0,0.375,0.625,0.0,0.0,-2.0,9.0,1.25,2.625,1.5,1.5,-0.25,0.0,-11.0,-1.375,0.0
2025-26,Knockout phase play-offs,2026-02-17,Dortmund,2,0,Atalanta,H,8.0,8.0,0.375,0.5,0.25,0.125,2.0,0.0,2.375,1.25,2.125,1.25,-0.125,0.125,2.0,1.125,-0.875
2025-26,Knockout phase play-offs,2026-02-17,Galatasaray,5,2,Juventus,H,8.0,8.0,0.375,0.375,0.125,0.5,-2.0,4.0,1.125,1.75,1.375,1.25,0.0,-0.375,-6.0,-0.625,-0.125
2025-26,Knockout phase play-offs,2026-02-17,Monaco,2,3,Paris SG,A,8.0,8.0,0.25,0.5,0.5,0.25,-6.0,10.0,1.0,2.625,1.75,1.375,-0.25,0.25,-16.0,-1.625,-0.375
2025-26,Knockout phase play-offs,2026-02-18,Bodø/Glimt,3,1,Inter,H,8.0,8.0,0.25,0.625,0.375,0.0,-1.0,8.0,1.75,1.875,1.875,0.875,-0.375,0.375,-9.0,-0.125,-1.0
2025-26,Knockout phase play-offs,2026-02-18,Club Brugge,3,3,Atlético Madrid,D,8.0,8.0,0.375,0.5,0.125,0.125,-2.0,2.0,1.875,2.125,2.125,1.875,-0.125,0.0,-4.0,-0.25,-0.25
2025-26,Knockout phase play-offs,2026-02-18,Olympiacos,0,2,Leverkusen,A,8.0,8.0,0.375,0.375,0.25,0.375,-4.0,-1.0,1.25,1.625,1.75,1.75,0.0,-0.125,-3.0,-0.375,0.0
2025-26,Knockout phase play-offs,2026-02-18,Qarabağ,1,6,Newcastle,A,8.0,8.0,0.375,0.5,0.125,0.25,-8.0,10.0,1.625,2.125,2.625,0.875,-0.125,-0.125,-18.0,-0.5,-1.75
2025-26,Knockout phase play-offs,2026-02-24,Atlético Madrid,4,1,Club Brugge,H,9.0,9.0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,2.0,-2.0,2.2222222222222223,2.0,2.0,2.2222222222222223,0.1111111111111111,0.0,4.0,0.22222222222222232,0.22222222222222232
2025-26,Knockout phase play-offs,2026-02-24,Inter,1,2,Bodø/Glimt,A,9.0,9.0,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,6.0,1.0,1.7777777777777777,1.8888888888888888,1.1111111111111112,1.7777777777777777,0.22222222222222227,-0.3333333333333333,5.0,-0.11111111111111116,0.6666666666666665
2025-26,Knockout phase play-offs,2026-02-24,Leverkusen,0,0,Olympiacos,D,9.0,9.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,-6.0,1.6666666666666667,1.1111111111111112,1.5555555555555556,1.7777777777777777,0.1111111111111111,0.1111111111111111,7.0,0.5555555555555556,0.2222222222222221
2025-26,Knockout phase play-offs,2026-02-24,Newcastle,3,2,Qarabağ,H,9.0,9.0,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.1111111111111111,15.0,-13.0,2.5555555555555554,1.5555555555555556,0.8888888888888888,3.0,0.22222222222222227,0.1111111111111111,28.0,0.9999999999999998,2.111111111111111
2025-26,Knockout phase play-offs,2026-02-25,Atalanta,4,1,Dortmund,H,9.0,9.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.2222222222222222,-2.0,4.0,1.1111111111111112,2.3333333333333335,1.3333333333333333,1.8888888888888888,0.0,-0.1111111111111111,-6.0,-1.2222222222222223,0.5555555555555556
2025-26,Knockout phase play-offs,2026-02-25,Juventus,3,2,Galatasaray,H,9.0,9.0,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,1.0,1.0,1.7777777777777777,1.5555555555555556,1.6666666666666667,1.4444444444444444,-0.1111111111111111,0.3333333333333333,0.0,0.2222222222222221,-0.22222222222222232
2025-26,Knockout phase play-offs,2026-02-25,Paris SG,2,2,Monaco,D,9.0,9.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4444444444444444,11.0,-7.0,2.6666666666666665,1.1111111111111112,1.4444444444444444,1.8888888888888888,0.33333333333333337,-0.2222222222222222,18.0,1.5555555555555554,0.4444444444444444
2025-26,Knockout phase play-offs,2026-02-25,Real Madrid,2,1,Benfica,H,9.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.0,10.0,-3.0,2.4444444444444446,1.1111111111111112,1.3333333333333333,1.4444444444444444,0.3333333333333333,0.0,13.0,1.3333333333333335,0.11111111111111116
2025-26,Round of 16,2026-03-10,Atalanta,1,6,Bayern Munich,A,10.0,8.0,0.5,0.875,0.1,0.0,1.0,14.0,1.4,2.75,1.3,1.0,-0.375,0.1,-13.0,-1.35,-0.30000000000000004
2025-26,Round of 16,2026-03-10,Atlético Madrid,5,2,Tottenham,H,10.0,8.0,0.5,0.625,0.2,0.25,5.0,10.0,2.4,2.125,1.9,0.875,-0.125,-0.04999999999999999,-5.0,0.2749999999999999,-1.025
2025-26,Round of 16,2026-03-10,Galatasaray,1,0,Liverpool,H,10.0,8.0,0.4,0.75,0.1,0.0,0.0,12.0,1.6,2.5,1.6,1.0,-0.35,0.1,-12.0,-0.8999999999999999,-0.6000000000000001
2025-26,Round of 16,2026-03-10,Newcastle,1,1,Barcelona,D,10.0,8.0,0.6,0.625,0.2,0.125,16.0,8.0,2.6,2.75,1.0,1.75,-0.025000000000000022,0.07500000000000001,8.0,-0.1499999999999999,0.75
2025-26,Round of 16,2026-03-11,Bodø/Glimt,3,0,Sporting CP,H,10.0,8.0,0.4,0.625,0.3,0.125,2.0,6.0,1.9,2.125,1.7,1.375,-0.22499999999999998,0.175,-4.0,-0.2250000000000001,-0.32499999999999996
2025-26,Round of 16,2026-03-11,Leverkusen,1,1,Arsenal,D,10.0,8.0,0.4,1.0,0.4,0.0,1.0,19.0,1.5,2.875,1.4,0.5,-0.6,0.4,-18.0,-1.375,-0.8999999999999999
2025-26,Round of 16,2026-03-11,Paris SG,5,2,Chelsea,H,10.0,8.0,0.5,0.625,0.3,0.125,11.0,7.0,2.6,2.125,1.5,1.25,-0.125,0.175,4.0,0.4750000000000001,-0.25
2025-26,Round of 16,2026-03-11,Real Madrid,3,0,Manchester City,H,10.0,8.0,0.7,0.625,0.0,0.125,11.0,6.0,2.4,1.875,1.3,1.125,0.07499999999999996,-0.125,5.0,0.5249999999999999,-0.17500000000000004
2025-26,Round of 16,2026-03-17,Arsenal,2,0,Leverkusen,H,9.0,11.0,0.8888888888888888,0.36363636363636365,0.1111111111111111,0.45454545454545453,19.0,1.0,2.6666666666666665,1.4545454545454546,0.5555555555555556,1.3636363636363635,0.5252525252525252,-0.3434343434343434,18.0,1.212121212121212,0.808080808080808
2025-26,Round of 16,2026-03-17,Chelsea,0,3,Paris SG,A,9.0,11.0,0.5555555555555556,0.5454545454545454,0.1111111111111111,0.2727272727272727,4.0,14.0,2.111111111111111,2.8181818181818183,1.6666666666666667,1.5454545454545454,0.010101010101010166,-0.1616161616161616,-10.0,-0.7070707070707072,-0.12121212121212133
2025-26,Round of 16,2026-03-17,Manchester City,1,2,Real Madrid,A,9.0,11.0,0.5555555555555556,0.7272727272727273,0.1111111111111111,0.0,3.0,14.0,1.6666666666666667,2.4545454545454546,1.3333333333333333,1.1818181818181819,-0.1717171717171717,0.1111111111111111,-11.0,-0.7878787878787878,-0.15151515151515138
2025-26,Round of 16,2026-03-17,Sporting CP,5,0,Bodø/Glimt,H,9.0,11.0,0.5555555555555556,0.45454545454545453,0.1111111111111111,0.2727272727272727,3.0,5.0,1.8888888888888888,2.0,1.5555555555555556,1.5454545454545454,0.10101010101010105,-0.1616161616161616,-2.0,-0.11111111111111116,-0.010101010101010166
2025-26,Round of 16,2026-03-18,Barcelona,7,2,Newcastle,H,9.0,11.0,0.5555555555555556,0.5454545454545454,0.2222222222222222,0.2727272727272727,8.0,16.0,2.5555555555555554,2.4545454545454546,1.6666666666666667,1.0,0.010101010101010166,-0.0505050505050505,-8.0,0.10101010101010077,-0.6666666666666667
2025-26,Round of 16,2026-03-18,Bayern Munich,4,1,Atalanta,H,9.0,11.0,0.8888888888888888,0.45454545454545453,0.0,0.09090909090909091,19.0,-4.0,3.111111111111111,1.3636363636363635,1.0,1.7272727272727273,0.4343434343434343,-0.09090909090909091,23.0,1.7474747474747476,0.7272727272727273
2025-26,Round of 16,2026-03-18,Liverpool,4,0,Galatasaray,H,9.0,11.0,0.6666666666666666,0.45454545454545453,0.0,0.09090909090909091,11.0,1.0,2.2222222222222223,1.5454545454545454,1.0,1.4545454545454546,0.2121212121212121,-0.09090909090909091,10.0,0.6767676767676769,0.4545454545454546
2025-26,Round of 16,2026-03-18,Tottenham,3,2,Atlético Madrid,H,9.0,11.0,0.5555555555555556,0.5454545454545454,0.2222222222222222,0.18181818181818182,7.0,8.0,2.111111111111111,2.6363636363636362,1.3333333333333333,1.9090909090909092,0.010101010101010166,0.04040404040404039,-1.0,-0.5252525252525251,0.5757575757575759
2025-26,Quarter-finals,2026-04-07,Real Madrid,1,2,Bayern Munich,A,12.0,10.0,0.75,0.9,0.0,0.0,15.0,22.0,2.4166666666666665,3.2,1.1666666666666667,1.0,-0.15000000000000002,0.0,-7.0,-0.7833333333333337,-0.16666666666666674
2025-26,Quarter-finals,2026-04-07,Sporting CP,0,1,Arsenal,A,10.0,10.0,0.6,0.9,0.1,0.1,8.0,21.0,2.2,2.6,1.4,0.5,-0.30000000000000004,0.0,-13.0,-0.3999999999999999,-0.8999999999999999
2025-26,Quarter-finals,2026-04-08,Barcelona,0,2,Atlético Madrid,A,10.0,12.0,0.6,0.5,0.2,0.16666666666666666,13.0,7.0,3.0,2.5833333333333335,1.7,2.0,0.09999999999999998,0.033333333333333354,6.0,0.4166666666666665,0.30000000000000004
2025-26,Quarter-finals,2026-04-08,Paris SG,2,0,Liverpool,H,12.0,10.0,0.5833333333333334,0.7,0.25,0.0,17.0,15.0,2.8333333333333335,2.4,1.4166666666666667,0.9,-0.11666666666666659,0.25,2.0,0.43333333333333357,-0.5166666666666667
2025-26,Quarter-finals,2026-04-14,Atlético Madrid,1,2,Barcelona,A,13.0,11.0,0.5384615384615384,0.5454545454545454,0.15384615384615385,0.18181818181818182,9.0,11.0,2.5384615384615383,2.727272727272727,1.8461538461538463,1.7272727272727273,-0.006993006993006978,-0.02797202797202797,-2.0,-0.18881118881118875,-0.11888111888111896
2025-26,Quarter-finals,2026-04-14,Liverpool,0,2,Paris SG,A,11.0,13.0,0.6363636363636364,0.6153846153846154,0.0,0.23076923076923078,13.0,19.0,2.1818181818181817,2.769230769230769,1.0,1.3076923076923077,0.020979020979020935,-0.23076923076923078,-6.0,-0.5874125874125875,0.3076923076923077
2025-26,Quarter-finals,2026-04-15,Arsenal,0,0,Sporting CP,D,11.0,11.0,0.9090909090909091,0.5454545454545454,0.09090909090909091,0.09090909090909091,22.0,7.0,2.4545454545454546,2.0,0.45454545454545453,1.3636363636363635,0.36363636363636365,0.0,15.0,0.4545454545454546,0.909090909090909
2025-26,Quarter-finals,2026-04-15,Bayern Munich,4,3,Real Madrid,H,11.0,13.0,0.9090909090909091,0.6923076923076923,0.0,0.0,23.0,14.0,3.090909090909091,2.3076923076923075,1.0,1.2307692307692308,0.21678321678321677,0.0,9.0,0.7832167832167833,0.23076923076923084
2025-26,Semi-finals,2026-04-28,Paris SG,5,4,Bayern Munich,H,14.0,12.0,0.6428571428571429,0.9166666666666666,0.21428571428571427,0.0,21.0,24.0,2.7142857142857144,3.1666666666666665,1.2142857142857142,1.1666666666666667,-0.2738095238095237,0.21428571428571427,-3.0,-0.4523809523809521,-0.04761904761904745
2025-26,Semi-finals,2026-04-29,Atlético Madrid,1,1,Arsenal,D,14.0,12.0,0.5,0.8333333333333334,0.14285714285714285,0.16666666666666666,8.0,22.0,2.4285714285714284,2.25,1.8571428571428572,0.4166666666666667,-0.33333333333333337,-0.023809523809523808,-14.0,0.17857142857142838,-1.4404761904761905
2025-26,Semi-finals,2026-05-05,Arsenal,1,0,Atlético Madrid,H,13.0,15.0,0.7692307692307693,0.4666666666666667,0.23076923076923078,0.2,22.0,8.0,2.1538461538461537,2.3333333333333335,0.46153846153846156,1.8,0.3025641025641026,0.03076923076923077,14.0,-0.17948717948717974,1.3384615384615386
2025-26,Semi-finals,2026-05-06,Bayern Munich,1,1,Paris SG,D,13.0,15.0,0.8461538461538461,0.6666666666666666,0.0,0.2,23.0,22.0,3.230769230769231,2.8666666666666667,1.4615384615384615,1.4,0.17948717948717952,-0.2,1.0,0.36410256410256414,-0.06153846153846154
2025-26,Final,2026-05-30,Paris SG,1,1,Arsenal,D,16.0,14.0,0.625,0.7857142857142857,0.25,0.21428571428571427,22.0,23.0,2.75,2.0714285714285716,1.375,0.42857142857142855,-0.1607142857142857,0.035714285714285726,-1.0,0.6785714285714284,-0.9464285714285714
